date,value
2021-11-10,11823.656
2021-11-09,14821.519
2021-11-08,9252.853
2021-11-07,11434.029
2021-11-06,6691.976
2021-11-05,8518.646
2021-11-04,8556.189
2021-11-03,8921.113
2021-11-02,6427.977
2021-11-01,5634.443
2021-10-31,2364.503
2021-10-30,15400.879
2021-10-29,8838.6
2021-10-28,14192.771
2021-10-27,9393.086
2021-10-26,11805.016
2021-10-25,9963.099
2021-10-24,12052.343
2021-10-23,10847.809
2021-10-22,11470.643
2021-10-21,9839.778
2021-10-20,9010.595
2021-10-19,15596.793
2021-10-18,9854.484
2021-10-17,19258.49
2021-10-16,5942.364
2021-10-15,14713.833
2021-10-14,12563.571
2021-10-13,12532.035
2021-10-12,9299.908
2021-10-11,15941.953
2021-10-10,6008.954
2021-10-09,7278.879
2021-10-08,9937.922
2021-10-07,7690.916
2021-10-06,9627.22
2021-10-05,14982.825
2021-10-04,9137.742
2021-10-03,16975.805
2021-10-02,5918.598
2021-10-01,6630.268
2021-09-30,10579.319
2021-09-29,12504.156
2021-09-28,5947.589
2021-09-27,11349.401
2021-09-26,19784.4
2021-09-25,7240.712
2021-09-24,15734.791
2021-09-23,14361.634
2021-09-22,10192.969
2021-09-21,16453.047
2021-09-20,5478.232
2021-09-19,4549.404
2021-09-18,1134.924
2021-09-17,9605.322
2021-09-16,9758.753
2021-09-15,10853.047
2021-09-14,9183.255
2021-09-13,17426.684
2021-09-12,14253.822
2021-09-11,16047.521
2021-09-10,13190.516
2021-09-09,16133.779
2021-09-08,15334.059
2021-09-07,16944.457
2021-09-06,5978.491
2021-09-05,2203.964
2021-09-04,2689.975
2021-09-03,5316.933
2021-09-02,10994.093
2021-09-01,12391.569
2021-08-31,4940.434
2021-08-30,11875.342
2021-08-29,4622.351
2021-08-28,6914.122
2021-08-27,15994.301
2021-08-26,13417.203
2021-08-25,11792.421
2021-08-24,13529.049
2021-08-23,11350.385
2021-08-22,8890.266
2021-08-21,14415.3
2021-08-20,9315.286
2021-08-19,13392.172
2021-08-18,19012.373
2021-08-17,13082.589
2021-08-16,22035.3
2021-08-15,9949.709
2021-08-14,10388.489
2021-08-13,9793.624
2021-08-12,12880.894
2021-08-11,14609.612
2021-08-10,20408.322
2021-08-09,11022.063
2021-08-08,6293.201
2021-08-07,6142.704
2021-08-06,7287.753
2021-08-05,9222.481
2021-08-04,11842.464
2021-08-03,11921.427
2021-08-02,10344.643
2021-08-01,4357.806
2021-07-31,6228.776
2021-07-30,8232.712
2021-07-29,14876.68
2021-07-28,14362.923
2021-07-27,4896.083
2021-07-26,16691.92
2021-07-25,9046.143
2021-07-24,675.572
2021-07-23,414.787
2021-07-22,11005.569
2021-07-21,11959.051
2021-07-20,11855.64
2021-07-19,7557.59
2021-07-18,10655.961
2021-07-17,11161.047
2021-07-16,12172.526
2021-07-15,8431.475
2021-07-14,12973.236
2021-07-13,13020.932
2021-07-12,9523.888
2021-07-11,14852.39
2021-07-10,6123.044
2021-07-09,13251.113
2021-07-08,18254.373
2021-07-07,10366.045
2021-07-06,14313.763
2021-07-05,9564.915
2021-07-04,8693.693
2021-07-03,5611.314
2021-07-02,8480.535
2021-07-01,15081.45
2021-06-30,9209.763
2021-06-29,10567.079
2021-06-28,8984.897
2021-06-27,6119.082
2021-06-26,8187.17
2021-06-25,8824.016
2021-06-24,8682.894
2021-06-23,8546.103
2021-06-22,9792.238
2021-06-21,8102.598
2021-06-20,7520.263
2021-06-19,839.017
2021-06-18,2225.03
2021-06-17,4887.811
2021-06-16,4801.981
2021-06-15,9811.692
2021-06-14,4328.861
2021-06-13,5442.882
2021-06-12,5580.481
2021-06-11,9078.452
2021-06-10,14092.409
2021-06-09,390.815
2021-06-08,18382.133
2021-06-07,9711.529
2021-06-06,4153.982
2021-06-05,9718.082
2021-06-04,9085.362
2021-06-03,17457.36
2021-06-02,11109.656
2021-06-01,19741.742
2021-05-31,13374.533
2021-05-30,20315.77
2021-05-29,8861.061
2021-05-28,5594.45
2021-05-27,11864.496
2021-05-26,8799.427
2021-05-25,8994.692
2021-05-24,12338.492
2021-05-23,6401.23
2021-05-22,2064.018
2021-05-21,13358.327
2021-05-20,13214.957
2021-05-19,4253.635
2021-05-18,9529.837
2021-05-17,8956.162
2021-05-16,1009.727
2021-05-15,6896.95
2021-05-14,7384.073
2021-05-13,12639.25
2021-05-12,9037.262
2021-05-11,10509.987
2021-05-10,10808.327
2021-05-09,2656.43
2021-05-08,2264.983
2021-05-07,10913.411
2021-05-06,11313.368
2021-05-05,9361.297
2021-05-04,8857.425
2021-05-03,15136.7
2021-05-02,14003.806
2021-05-01,2874.451
2021-04-30,14004.468
2021-04-29,9559.177
2021-04-28,9301.807
2021-04-27,17550.25
2021-04-26,13154.782
2021-04-25,15486.545
2021-04-24,9664.615
2021-04-23,13127.527
2021-04-22,11102.663
2021-04-21,4020.654
2021-04-20,14330.073
2021-04-19,12714.777
2021-04-18,8422.28
2021-04-17,4588.773
2021-04-16,14967.039
2021-04-15,7245.311
2021-04-14,10298.208
2021-04-13,13940.752
2021-04-12,9049.201
2021-04-11,8586.756
2021-04-10,13171.998
2021-04-09,9247.746
2021-04-08,8110.585
2021-04-07,14026.42
2021-04-06,11322.331
2021-04-05,13346.527
2021-04-04,8437.706
2021-04-03,12074.012
2021-04-02,11466.888
2021-04-01,7715.422
2021-03-31,9590.298
2021-03-30,10478.149
2021-03-29,12579.897
2021-03-28,8241.259
2021-03-27,6269.983
2021-03-26,7582.174
2021-03-25,10530.729
2021-03-24,9485.943
2021-03-23,9149.795
2021-03-22,12901.237
2021-03-21,10302.552
2021-03-20,3304.494
2021-03-19,7944.38
2021-03-18,8849.841
2021-03-17,7648.615
2021-03-16,10396.299
2021-03-15,8354.661
2021-03-14,9723.112
2021-03-13,6627.955
2021-03-12,12257.34
2021-03-11,8981.699
2021-03-10,4247.33
2021-03-09,10494.193
2021-03-08,8731.883
2021-03-07,8521.5
2021-03-06,7381.941
2021-03-05,13364.447
2021-03-04,4607.305
2021-03-03,8502.699
2021-03-02,10735.261
2021-03-01,9144.452
2021-02-28,10591.539
2021-02-27,10325.032
2021-02-26,9650.101
2021-02-25,8799.193
2021-02-24,10464.801
2021-02-23,14692.842
2021-02-22,13002.125
2021-02-21,7629.704
2021-02-20,0
2021-02-19,0
2021-02-18,0
2021-02-17,0
2021-02-16,0
2021-02-15,0
2021-02-14,0
2021-02-13,0
2021-02-12,0
2021-02-11,0
2021-02-10,0
2021-02-09,0
2021-02-08,0
2021-02-07,0
2021-02-06,0
2021-02-05,0
2021-02-04,0
2021-02-03,0
2021-02-02,0
2021-02-01,0
2021-01-31,0
2021-01-30,0
2021-01-29,0
2021-01-28,0
2021-01-27,0
2021-01-26,0
2021-01-25,0
2021-01-24,0
2021-01-23,0
2021-01-22,0
2021-01-21,0
2021-01-20,0
2021-01-19,0
2021-01-18,0
2021-01-17,0
2021-01-16,0
2021-01-15,0
2021-01-14,0
2021-01-13,0
2021-01-12,0
2021-01-11,0
2021-01-10,0
2021-01-09,0
2021-01-08,0
2021-01-07,0
2021-01-06,0
2021-01-05,0
2021-01-04,0
2021-01-03,0
2021-01-02,0
2021-01-01,0
2020-12-31,0
2020-12-30,0
2020-12-29,0
2020-12-28,0
2020-12-27,0
2020-12-26,0
2020-12-25,0
2020-12-24,0
2020-12-23,0
2020-12-22,0
2020-12-21,0
2020-12-20,0
2020-12-19,0
2020-12-18,0
2020-12-17,0
2020-12-16,0
2020-12-15,0
2020-12-14,0
2020-12-13,0
2020-12-12,0
2020-12-11,0
2020-12-10,0
2020-12-09,0
2020-12-08,0
2020-12-07,0
2020-12-06,0
2020-12-05,0
2020-12-04,0
2020-12-03,0
2020-12-02,0
2020-12-01,0
2020-11-30,0
2020-11-29,0
2020-11-28,0
2020-11-27,0
2020-11-26,0
2020-11-25,0
2020-11-24,0
2020-11-23,0
2020-11-22,0
2020-11-21,0
2020-11-20,0
2020-11-19,0
2020-11-18,0
2020-11-17,0
2020-11-16,0
2020-11-15,0
2020-11-14,0
2020-11-13,0
2020-11-12,0
2020-11-11,0
2020-11-10,0
2020-11-09,0
2020-11-08,0
2020-11-07,0
2020-11-06,0
2020-11-05,0
2020-11-04,0
2020-11-03,0
2020-11-02,0
2020-11-01,0
2020-10-31,0
2020-10-30,0
2020-10-29,0
2020-10-28,0
2020-10-27,0
2020-10-26,0
2020-10-25,0
2020-10-24,0
2020-10-23,0
2020-10-22,0
2020-10-21,0
2020-10-20,0
2020-10-19,0
2020-10-18,0
2020-10-17,0
2020-10-16,0
2020-10-15,0
2020-10-14,0
2020-10-13,0
2020-10-12,0
2020-10-11,0
2020-10-10,0
2020-10-09,0
2020-10-08,0
2020-10-07,0
2020-10-06,0
2020-10-05,0
2020-10-04,0
2020-10-03,0
2020-10-02,0
2020-10-01,0
2020-09-30,0
2020-09-29,0
2020-09-28,0
2020-09-27,0
2020-09-26,0
2020-09-25,0
2020-09-24,0
2020-09-23,0
2020-09-22,0
2020-09-21,0
2020-09-20,0
2020-09-19,0
2020-09-18,0
2020-09-17,0
2020-09-16,0
2020-09-15,0
2020-09-14,0
2020-09-13,0
2020-09-12,0
2020-09-11,0
2020-09-10,0
2020-09-09,0
2020-09-08,0
2020-09-07,0
2020-09-06,0
2020-09-05,0
2020-09-04,0
2020-09-03,0
2020-09-02,0
2020-09-01,0
2020-08-31,0
2020-08-30,0
2020-08-29,0
2020-08-28,0
2020-08-27,0
2020-08-26,0
2020-08-25,0
2020-08-24,0
2020-08-23,0
2020-08-22,0
2020-08-21,0
2020-08-20,0
2020-08-19,0
2020-08-18,0
2020-08-17,0
2020-08-16,0
2020-08-15,0
2020-08-14,0
2020-08-13,0
2020-08-12,0
2020-08-11,0
2020-08-10,0
2020-08-09,0
2020-08-08,0
2020-08-07,0
2020-08-06,0
2020-08-05,0
2020-08-04,0
2020-08-03,0
2020-08-02,0
2020-08-01,0
2020-07-31,0
2020-07-30,0
2020-07-29,0
2020-07-28,0
2020-07-27,0
2020-07-26,0
2020-07-25,0
2020-07-24,0
2020-07-23,0
2020-07-22,0
2020-07-21,0
2020-07-20,0
2020-07-19,0
2020-07-18,0
2020-07-17,0
2020-07-16,0
2020-07-15,0
2020-07-14,0
2020-07-13,0
2020-07-12,0
2020-07-11,0
2020-07-10,0
2020-07-09,0
2020-07-08,0
2020-07-07,0
2020-07-06,0
2020-07-05,0
2020-07-04,0
2020-07-03,0
2020-07-02,0
2020-07-01,1037.331
2020-06-30,7589.094
2020-06-29,8932.73
2020-06-28,2352.88
2020-06-27,1775.375
2020-06-26,4803.244
2020-06-25,6253.31
2020-06-24,9296.93
2020-06-23,8720.746
2020-06-22,8711.62
2020-06-21,10989.06
2020-06-20,3108.793
2020-06-19,76.274
2020-06-18,6171.931
2020-06-17,9021.626
2020-06-16,8827.524
2020-06-15,4972.762
2020-06-14,2088.462
2020-06-13,3359.891
2020-06-12,4592.134
2020-06-11,9352.706
2020-06-10,4812.608
2020-06-09,9352.26
2020-06-08,5570.488
2020-06-07,6121.083
2020-06-06,1362.041
2020-06-05,88.623
2020-06-04,4166.306
2020-06-03,11774.358
2020-06-02,9362.257
2020-06-01,11141.679
2020-05-31,6050.62
2020-05-30,3105.179
2020-05-29,1776.353
2020-05-28,7711.569
2020-05-27,12063.306
2020-05-26,6057.522
2020-05-25,10745.493
2020-05-24,3614.576
2020-05-23,2287.629
2020-05-22,4580.229
2020-05-21,9037.599
2020-05-20,12771.796
2020-05-19,9492.5
2020-05-18,6278.249
2020-05-17,1943.086
2020-05-16,10466.46
2020-05-15,5199.052
2020-05-14,779.26
2020-05-13,8003.332
2020-05-12,8627.118
2020-05-11,7877.695
2020-05-10,5163.06
2020-05-09,9850.842
2020-05-08,8490.732
2020-05-07,9270.995
2020-05-06,7420.891
2020-05-05,9210.135
2020-05-04,7428.246
2020-05-03,9089.722
2020-05-02,10731.855
2020-05-01,8836.895
2020-04-30,9281.099
2020-04-29,5089.124
2020-04-28,3468.032
2020-04-27,5745.117
2020-04-26,1497.181
2020-04-25,9643.954
2020-04-24,12863.971
2020-04-23,0
2020-04-22,0
2020-04-21,44.312
2020-04-20,9967.936
2020-04-19,9442.679
2020-04-18,812.539
2020-04-17,1220.732
2020-04-16,2551.122
2020-04-15,8705.522
2020-04-14,10890.598
2020-04-13,8006.988
2020-04-12,10874.873
2020-04-11,8673.149
2020-04-10,1709.997
2020-04-09,6504.637
2020-04-08,10588.222
2020-04-07,12514.666
2020-04-06,4873.923
2020-04-05,7759.953
2020-04-04,1818.81
2020-04-03,4677.791
2020-04-02,8388.766
2020-04-01,9044.543
2020-03-31,2316.168
2020-03-30,5483.621
2020-03-29,3224.523
2020-03-28,979.943
2020-03-27,8760.115
2020-03-26,10374.678
2020-03-25,10470.358
2020-03-24,8846.676
2020-03-23,10296.541
2020-03-22,3685.477
2020-03-21,10749.842
2020-03-20,3833.735
2020-03-19,3756.265
2020-03-18,4583.825
2020-03-17,5708.606
2020-03-16,12388.451
2020-03-15,1948.263
2020-03-14,2150.209
2020-03-13,7184.311
2020-03-12,14335.788
2020-03-11,11473.042
2020-03-10,2169.822
2020-03-09,12693.264
2020-03-08,1658.668
2020-03-07,12089.439
2020-03-06,1860.268
2020-03-05,8334.95
2020-03-04,5541.271
2020-03-03,5238.019
2020-03-02,12334.47
2020-03-01,5322.491
2020-02-29,1492.797
2020-02-28,12237.509
2020-02-27,8067.184
2020-02-26,2601.177
2020-02-25,0
2020-02-24,0
2020-02-23,0
2020-02-22,0
2020-02-21,0
2020-02-20,0
2020-02-19,0
2020-02-18,945.801
2020-02-17,9503.576
2020-02-16,151.822
2020-02-15,0
2020-02-14,0
2020-02-13,0
2020-02-12,7783.113
2020-02-11,10370.782
2020-02-10,7585.166
2020-02-09,2015.82
2020-02-08,1577.788
