date,value
2021-03-22,16399
2021-03-21,14155
2021-03-20,4549
2021-03-19,9314
2021-03-18,11072
2021-03-17,9871
2021-03-16,13756
2021-03-15,10415
2021-03-14,12242
2021-03-13,9120
2021-03-12,15036
2021-03-11,10963
2021-03-10,5575
2021-03-09,12993
2021-03-08,10780
2021-03-07,11082
2021-03-06,9452
2021-03-05,16607
2021-03-04,5587
2021-03-03,10252
2021-03-02,13075
2021-03-01,11938
2021-02-28,13223
2021-02-27,12798
2021-02-26,12579
2021-02-25,11474
2021-02-24,13830
2021-02-23,18485
2021-02-22,16782
2021-02-21,10500
2021-02-20,0
2021-02-19,0
2021-02-18,0
2021-02-17,0
2021-02-16,0
2021-02-15,0
2021-02-14,0
2021-02-13,0
2021-02-12,0
2021-02-11,0
2021-02-10,0
2021-02-09,0
2021-02-08,0
2021-02-07,0
2021-02-06,0
2021-02-05,0
2021-02-04,0
2021-02-03,0
2021-02-02,0
2021-02-01,0
2021-01-31,0
2021-01-30,0
2021-01-29,0
2021-01-28,0
2021-01-27,0
2021-01-26,0
2021-01-25,0
2021-01-24,0
2021-01-23,0
2021-01-22,0
2021-01-21,0
2021-01-20,0
2021-01-19,0
2021-01-18,0
2021-01-17,0
2021-01-16,0
2021-01-15,0
2021-01-14,0
2021-01-13,0
2021-01-12,0
2021-01-11,0
2021-01-10,0
2021-01-09,0
2021-01-08,0
2021-01-07,0
2021-01-06,0
2021-01-05,0
2021-01-04,0
2021-01-03,0
2021-01-02,0
2021-01-01,0
2020-12-31,0
2020-12-30,0
2020-12-29,0
2020-12-28,0
2020-12-27,0
2020-12-26,0
2020-12-25,0
2020-12-24,0
2020-12-23,0
2020-12-22,0
2020-12-21,0
2020-12-20,0
2020-12-19,0
2020-12-18,0
2020-12-17,0
2020-12-16,0
2020-12-15,0
2020-12-14,0
2020-12-13,0
2020-12-12,0
2020-12-11,0
2020-12-10,0
2020-12-09,0
2020-12-08,0
2020-12-07,0
2020-12-06,0
2020-12-05,0
2020-12-04,0
2020-12-03,0
2020-12-02,0
2020-12-01,0
2020-11-30,0
2020-11-29,0
2020-11-28,0
2020-11-27,0
2020-11-26,0
2020-11-25,0
2020-11-24,0
2020-11-23,0
2020-11-22,0
2020-11-21,0
2020-11-20,0
2020-11-19,0
2020-11-18,0
2020-11-17,0
2020-11-16,0
2020-11-15,0
2020-11-14,0
2020-11-13,0
2020-11-12,0
2020-11-11,0
2020-11-10,0
2020-11-09,0
2020-11-08,0
2020-11-07,0
2020-11-06,0
2020-11-05,0
2020-11-04,0
2020-11-03,0
2020-11-02,0
2020-11-01,0
2020-10-31,0
2020-10-30,0
2020-10-29,0
2020-10-28,0
2020-10-27,0
2020-10-26,0
2020-10-25,0
2020-10-24,0
2020-10-23,0
2020-10-22,0
2020-10-21,0
2020-10-20,0
2020-10-19,0
2020-10-18,0
2020-10-17,0
2020-10-16,0
2020-10-15,0
2020-10-14,0
2020-10-13,0
2020-10-12,0
2020-10-11,0
2020-10-10,0
2020-10-09,0
2020-10-08,0
2020-10-07,0
2020-10-06,0
2020-10-05,0
2020-10-04,0
2020-10-03,0
2020-10-02,0
2020-10-01,0
2020-09-30,0
2020-09-29,0
2020-09-28,0
2020-09-27,0
2020-09-26,0
2020-09-25,0
2020-09-24,0
2020-09-23,0
2020-09-22,0
2020-09-21,0
2020-09-20,0
2020-09-19,0
2020-09-18,0
2020-09-17,0
2020-09-16,0
2020-09-15,0
2020-09-14,0
2020-09-13,0
2020-09-12,0
2020-09-11,0
2020-09-10,0
2020-09-09,0
2020-09-08,0
2020-09-07,0
2020-09-06,0
2020-09-05,0
2020-09-04,0
2020-09-03,0
2020-09-02,0
2020-09-01,0
2020-08-31,0
2020-08-30,0
2020-08-29,0
2020-08-28,0
2020-08-27,0
2020-08-26,0
2020-08-25,0
2020-08-24,0
2020-08-23,0
2020-08-22,0
2020-08-21,0
2020-08-20,0
2020-08-19,0
2020-08-18,0
2020-08-17,0
2020-08-16,0
2020-08-15,0
2020-08-14,0
2020-08-13,0
2020-08-12,0
2020-08-11,0
2020-08-10,0
2020-08-09,0
2020-08-08,0
2020-08-07,0
2020-08-06,0
2020-08-05,0
2020-08-04,0
2020-08-03,0
2020-08-02,0
2020-08-01,0
2020-07-31,0
2020-07-30,0
2020-07-29,0
2020-07-28,0
2020-07-27,0
2020-07-26,0
2020-07-25,0
2020-07-24,0
2020-07-23,0
2020-07-22,0
2020-07-21,0
2020-07-20,0
2020-07-19,0
2020-07-18,0
2020-07-17,0
2020-07-16,0
2020-07-15,0
2020-07-14,0
2020-07-13,0
2020-07-12,0
2020-07-11,0
2020-07-10,0
2020-07-09,0
2020-07-08,0
2020-07-07,0
2020-07-06,0
2020-07-05,0
2020-07-04,0
2020-07-03,0
2020-07-02,0
2020-07-01,1428
2020-06-30,9943
2020-06-29,12115
2020-06-28,3239
2020-06-27,2444
2020-06-26,6323
2020-06-25,8456
2020-06-24,12723
2020-06-23,11979
2020-06-22,11589
2020-06-21,13652
2020-06-20,4222
2020-06-19,105
2020-06-18,8058
2020-06-17,12388
2020-06-16,11337
2020-06-15,6693
2020-06-14,2875
2020-06-13,4623
2020-06-12,5869
2020-06-11,12760
2020-06-10,6387
2020-06-09,12758
2020-06-08,7577
2020-06-07,8426
2020-06-06,1875
2020-06-05,122
2020-06-04,5354
2020-06-03,15147
2020-06-02,12569
2020-06-01,14694
2020-05-31,8329
2020-05-30,4153
2020-05-29,2445
2020-05-28,10104
2020-05-27,15700
2020-05-26,7772
2020-05-25,14541
2020-05-24,4967
2020-05-23,3145
2020-05-22,6243
2020-05-21,12191
2020-05-20,16202
2020-05-19,12782
2020-05-18,8613
2020-05-17,2641
2020-05-16,13985
2020-05-15,6793
2020-05-14,1071
2020-05-13,10409
2020-05-12,11834
2020-05-11,10501
2020-05-10,7088
2020-05-09,12843
2020-05-08,11446
2020-05-07,12258
2020-05-06,9644
2020-05-05,12107
2020-05-04,9469
2020-05-03,11468
2020-05-02,14036
2020-05-01,11148
2020-04-30,11452
2020-04-29,6914
2020-04-28,4755
2020-04-27,7407
2020-04-26,2052
2020-04-25,12810
2020-04-24,16065
2020-04-23,0
2020-04-22,0
2020-04-21,61
2020-04-20,12868
2020-04-19,12602
2020-04-18,1104
2020-04-17,1662
2020-04-16,3497
2020-04-15,10005
2020-04-14,13087
2020-04-13,10569
2020-04-12,14096
2020-04-11,11899
2020-04-10,2354
2020-04-09,8931
2020-04-08,13263
2020-04-07,14721
2020-04-06,6681
2020-04-05,10328
2020-04-04,2488
2020-04-03,6366
2020-04-02,11060
2020-04-01,11507
2020-03-31,2846
2020-03-30,6789
2020-03-29,4437
2020-03-28,1349
2020-03-27,10859
2020-03-26,13806
2020-03-25,12855
2020-03-24,11594
2020-03-23,13075
2020-03-22,4784
2020-03-21,13686
2020-03-20,4761
2020-03-19,4801
2020-03-18,5859
2020-03-17,7497
2020-03-16,15824
2020-03-15,2682
2020-03-14,2960
2020-03-13,9616
2020-03-12,19004
2020-03-11,14917
2020-03-10,2987
2020-03-09,16737
2020-03-08,2269
2020-03-07,16636
2020-03-06,2552
2020-03-05,10601
2020-03-04,7170
2020-03-03,6948
2020-03-02,15800
2020-03-01,7327
2020-02-29,2055
2020-02-28,16279
2020-02-27,10960
2020-02-26,3578
2020-02-25,0
2020-02-24,0
2020-02-23,0
2020-02-22,0
2020-02-21,0
2020-02-20,0
2020-02-19,0
2020-02-18,1296
2020-02-17,12501
2020-02-16,209
2020-02-15,0
2020-02-14,0
2020-02-13,0
2020-02-12,10128
2020-02-11,13544
2020-02-10,9747
2020-02-09,2768
2020-02-08,2172
